"Dataset Id","Dataset Name","Group","Polarity","Source","Analyzer","Matrix","Species","Kingdom","Sample Type","m/z Class"
"2018-02-09_04h21m14s","MK_50um_Test2","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-03-21_22h41m19s","3mmx8cyc_ln2+al_75um","PNNL","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2018-03-22_16h47m08s","180321_Porcinebuccalmucosa_ESlidonlypatch1h_21.1mgpatch_CMC_85x120_atn35","U Copenhagen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-03-22_16h49m25s","180321_Porcinebuccalmucosa_ESlidonlypatch3h_smpd_CMC_84x121_atn35","U Copenhagen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-03-26_18h03m09s","MPIMM_081_QE_P_PO_000_longitudinal","MPI Bremen","Positive","MALDI","Orbitrap","DHAP","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2018-03-27_11h56m14s","MPIMM_082_QE_P_PO_000","MPI Bremen","Positive","MALDI","Orbitrap","DHAP","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2018-03-27_15h31m02s","180326_Porcinebuccalmucosa_lidonly15min_14.3mg_CMC_98x120_atn35","U Copenhagen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-03-28_03h22m01s","HK_S1_N1_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-03-29_03h05m06s","9aa_55%ac_1.5mm_75um","PNNL","Negative","MALDI","FTICR","9AA","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-03-30_22h57m24s","20180329_9aa_dry_12cyc_30um","PNNL","Negative","MALDI","FTICR","9AA","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-04-02_19h53m58s","HK_S1_N6_30um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-04-04_11h29m57s","20180324_retina2","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-04-04_11h44m52s","20180327_retina3","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-04-04_11h46m04s","20180327_retina4","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-04-17_02h07m06s","180331_Grapes_POS_DHB","U Melbourne","Positive","MALDI","FTICR","DHB","N/A","Plant","Tissue","Lipids_and_small_moleclues"
"2018-04-20_15h32m19s","MPIMM_085_QE_P_BP_PFA","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-04-20_15h33m02s","MPIMM_086_QE_P_BP_PFA","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-04-25_21h58m15s","250418_AR_DHB_MDCKII_pos_p50_p50_200-1200","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-05-04_03h04m13s","20180501_dv_malak_spruce_92_800_pos_b - no normalization","PNNL","Positive","MALDI","FTICR","DHB","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
